instant_hour,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,total_rentals_hour,instant_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,total_rentals_day
1644,2011-03-14,1,0,3,0,0,1,1,1,0.26,0.2727,0.65,0.1045,4,7,11,73,0.325217,0.332,0.496957,0.136926,359,1687,2046
1645,2011-03-14,1,0,3,1,0,1,1,1,0.26,0.2879,0.65,0.0896,0,1,1,73,0.325217,0.332,0.496957,0.136926,359,1687,2046
1646,2011-03-14,1,0,3,2,0,1,1,1,0.26,0.2879,0.65,0.0896,0,1,1,73,0.325217,0.332,0.496957,0.136926,359,1687,2046
1647,2011-03-14,1,0,3,3,0,1,1,1,0.26,0.2727,0.65,0.1343,0,3,3,73,0.325217,0.332,0.496957,0.136926,359,1687,2046
1648,2011-03-14,1,0,3,5,0,1,1,1,0.24,0.2424,0.7,0.1343,0,8,8,73,0.325217,0.332,0.496957,0.136926,359,1687,2046
1649,2011-03-14,1,0,3,6,0,1,1,1,0.26,0.2727,0.65,0.1343,1,27,28,73,0.325217,0.332,0.496957,0.136926,359,1687,2046
1652,2011-03-14,1,0,3,9,0,1,1,1,0.32,0.303,0.53,0.3284,13,127,140,73,0.325217,0.332,0.496957,0.136926,359,1687,2046
1653,2011-03-14,1,0,3,10,0,1,1,1,0.34,0.3182,0.42,0.2537,27,57,84,73,0.325217,0.332,0.496957,0.136926,359,1687,2046
1654,2011-03-14,1,0,3,11,0,1,1,1,0.36,0.3333,0.4,0.2537,26,45,71,73,0.325217,0.332,0.496957,0.136926,359,1687,2046
1655,2011-03-14,1,0,3,12,0,1,1,1,0.38,0.3939,0.37,0.0,40,54,94,73,0.325217,0.332,0.496957,0.136926,359,1687,2046
1656,2011-03-14,1,0,3,13,0,1,1,1,0.38,0.3939,0.36,0.3284,24,51,75,73,0.325217,0.332,0.496957,0.136926,359,1687,2046
1658,2011-03-14,1,0,3,15,0,1,1,1,0.38,0.3939,0.37,0.1642,24,77,101,73,0.325217,0.332,0.496957,0.136926,359,1687,2046
1659,2011-03-14,1,0,3,16,0,1,1,1,0.4,0.4091,0.35,0.1045,27,80,107,73,0.325217,0.332,0.496957,0.136926,359,1687,2046
1660,2011-03-14,1,0,3,17,0,1,1,1,0.38,0.3939,0.4,0.194,42,229,271,73,0.325217,0.332,0.496957,0.136926,359,1687,2046
1661,2011-03-14,1,0,3,18,0,1,1,1,0.36,0.3636,0.4,0.1045,25,210,235,73,0.325217,0.332,0.496957,0.136926,359,1687,2046
1662,2011-03-14,1,0,3,19,0,1,1,1,0.36,0.3485,0.43,0.1343,17,133,150,73,0.325217,0.332,0.496957,0.136926,359,1687,2046
1663,2011-03-14,1,0,3,20,0,1,1,1,0.34,0.3182,0.46,0.2239,23,106,129,73,0.325217,0.332,0.496957,0.136926,359,1687,2046
1664,2011-03-14,1,0,3,21,0,1,1,1,0.34,0.3333,0.46,0.1343,5,58,63,73,0.325217,0.332,0.496957,0.136926,359,1687,2046
1665,2011-03-14,1,0,3,22,0,1,1,1,0.32,0.3333,0.49,0.1045,4,43,47,73,0.325217,0.332,0.496957,0.136926,359,1687,2046
1666,2011-03-14,1,0,3,23,0,1,1,1,0.32,0.3485,0.53,0.0,2,17,19,73,0.325217,0.332,0.496957,0.136926,359,1687,2046
1675,2011-03-15,1,0,3,9,0,2,1,2,0.3,0.3333,0.7,0.0,10,147,157,74,0.317391,0.318178,0.655652,0.184309,289,1767,2056
1676,2011-03-15,1,0,3,10,0,2,1,2,0.32,0.3182,0.66,0.194,22,56,78,74,0.317391,0.318178,0.655652,0.184309,289,1767,2056
1677,2011-03-15,1,0,3,11,0,2,1,2,0.34,0.3182,0.57,0.2239,27,51,78,74,0.317391,0.318178,0.655652,0.184309,289,1767,2056
1678,2011-03-15,1,0,3,12,0,2,1,2,0.36,0.3485,0.5,0.2239,32,70,102,74,0.317391,0.318178,0.655652,0.184309,289,1767,2056
1679,2011-03-15,1,0,3,13,0,2,1,2,0.36,0.3333,0.57,0.2836,23,74,97,74,0.317391,0.318178,0.655652,0.184309,289,1767,2056
1680,2011-03-15,1,0,3,14,0,2,1,2,0.38,0.3939,0.46,0.2985,14,74,88,74,0.317391,0.318178,0.655652,0.184309,289,1767,2056
1681,2011-03-15,1,0,3,15,0,2,1,2,0.38,0.3939,0.43,0.2836,24,66,90,74,0.317391,0.318178,0.655652,0.184309,289,1767,2056
1682,2011-03-15,1,0,3,16,0,2,1,2,0.38,0.3939,0.46,0.3284,21,93,114,74,0.317391,0.318178,0.655652,0.184309,289,1767,2056
1683,2011-03-15,1,0,3,17,0,2,1,2,0.36,0.3485,0.62,0.194,22,195,217,74,0.317391,0.318178,0.655652,0.184309,289,1767,2056
1684,2011-03-15,1,0,3,18,0,2,1,2,0.36,0.3333,0.62,0.2985,18,207,225,74,0.317391,0.318178,0.655652,0.184309,289,1767,2056
1685,2011-03-15,1,0,3,19,0,2,1,2,0.34,0.3182,0.71,0.2836,14,138,152,74,0.317391,0.318178,0.655652,0.184309,289,1767,2056
1686,2011-03-15,1,0,3,20,0,2,1,2,0.34,0.3182,0.71,0.2836,9,79,88,74,0.317391,0.318178,0.655652,0.184309,289,1767,2056
1688,2011-03-15,1,0,3,22,0,2,1,2,0.32,0.3182,0.87,0.1642,1,20,21,74,0.317391,0.318178,0.655652,0.184309,289,1767,2056
1689,2011-03-15,1,0,3,23,0,2,1,2,0.32,0.3182,0.87,0.1642,1,17,18,74,0.317391,0.318178,0.655652,0.184309,289,1767,2056
1692,2011-03-16,1,0,3,3,0,3,1,2,0.28,0.2727,1.0,0.2239,1,2,3,75,0.365217,0.36693,0.776522,0.203117,321,1871,2192
1693,2011-03-16,1,0,3,4,0,3,1,2,0.3,0.303,0.93,0.1642,0,1,1,75,0.365217,0.36693,0.776522,0.203117,321,1871,2192
1694,2011-03-16,1,0,3,5,0,3,1,2,0.3,0.3182,0.93,0.1045,0,3,3,75,0.365217,0.36693,0.776522,0.203117,321,1871,2192
1695,2011-03-16,1,0,3,6,0,3,1,2,0.3,0.3182,0.93,0.1045,1,30,31,75,0.365217,0.36693,0.776522,0.203117,321,1871,2192
1696,2011-03-16,1,0,3,7,0,3,1,2,0.3,0.2879,0.93,0.194,10,101,111,75,0.365217,0.36693,0.776522,0.203117,321,1871,2192
1697,2011-03-16,1,0,3,8,0,3,1,2,0.32,0.3182,0.93,0.0,26,227,253,75,0.365217,0.36693,0.776522,0.203117,321,1871,2192
1698,2011-03-16,1,0,3,9,0,3,1,2,0.32,0.3333,0.93,0.1343,10,144,154,75,0.365217,0.36693,0.776522,0.203117,321,1871,2192
1699,2011-03-16,1,0,3,10,0,3,1,2,0.36,0.3485,0.81,0.1642,19,49,68,75,0.365217,0.36693,0.776522,0.203117,321,1871,2192
1700,2011-03-16,1,0,3,11,0,3,1,2,0.36,0.3485,0.81,0.1343,13,62,75,75,0.365217,0.36693,0.776522,0.203117,321,1871,2192
1701,2011-03-16,1,0,3,12,0,3,1,2,0.4,0.4091,0.71,0.1045,23,65,88,75,0.365217,0.36693,0.776522,0.203117,321,1871,2192
1702,2011-03-16,1,0,3,13,0,3,1,2,0.4,0.4091,0.76,0.1343,18,81,99,75,0.365217,0.36693,0.776522,0.203117,321,1871,2192
1703,2011-03-16,1,0,3,14,0,3,1,2,0.4,0.4091,0.76,0.2239,33,67,100,75,0.365217,0.36693,0.776522,0.203117,321,1871,2192
1704,2011-03-16,1,0,3,15,0,3,1,2,0.4,0.4091,0.76,0.2537,22,79,101,75,0.365217,0.36693,0.776522,0.203117,321,1871,2192
1705,2011-03-16,1,0,3,16,0,3,1,2,0.4,0.4091,0.76,0.1642,30,121,151,75,0.365217,0.36693,0.776522,0.203117,321,1871,2192
1706,2011-03-16,1,0,3,17,0,3,1,2,0.44,0.4394,0.54,0.2985,37,216,253,75,0.365217,0.36693,0.776522,0.203117,321,1871,2192
1707,2011-03-16,1,0,3,18,0,3,1,2,0.44,0.4394,0.54,0.2239,26,211,237,75,0.365217,0.36693,0.776522,0.203117,321,1871,2192
1708,2011-03-16,1,0,3,19,0,3,1,2,0.44,0.4394,0.51,0.3284,18,150,168,75,0.365217,0.36693,0.776522,0.203117,321,1871,2192
1709,2011-03-16,1,0,3,20,0,3,1,2,0.42,0.4242,0.54,0.2985,10,111,121,75,0.365217,0.36693,0.776522,0.203117,321,1871,2192
1710,2011-03-16,1,0,3,21,0,3,1,2,0.42,0.4242,0.58,0.2836,3,75,78,75,0.365217,0.36693,0.776522,0.203117,321,1871,2192
1711,2011-03-16,1,0,3,22,0,3,1,2,0.4,0.4091,0.62,0.3881,11,48,59,75,0.365217,0.36693,0.776522,0.203117,321,1871,2192
1713,2011-03-17,1,0,3,0,0,4,1,1,0.38,0.3939,0.66,0.2537,4,19,23,76,0.415,0.410333,0.602917,0.209579,424,2320,2744
1714,2011-03-17,1,0,3,1,0,4,1,1,0.36,0.3485,0.71,0.2239,1,11,12,76,0.415,0.410333,0.602917,0.209579,424,2320,2744
1715,2011-03-17,1,0,3,2,0,4,1,1,0.34,0.303,0.71,0.2985,3,5,8,76,0.415,0.410333,0.602917,0.209579,424,2320,2744
1716,2011-03-17,1,0,3,3,0,4,1,1,0.34,0.3333,0.66,0.1642,1,1,2,76,0.415,0.410333,0.602917,0.209579,424,2320,2744
1717,2011-03-17,1,0,3,4,0,4,1,1,0.34,0.3333,0.71,0.194,0,3,3,76,0.415,0.410333,0.602917,0.209579,424,2320,2744
1718,2011-03-17,1,0,3,5,0,4,1,1,0.32,0.3333,0.76,0.1045,0,13,13,76,0.415,0.410333,0.602917,0.209579,424,2320,2744
1719,2011-03-17,1,0,3,6,0,4,1,1,0.32,0.3182,0.76,0.194,4,47,51,76,0.415,0.410333,0.602917,0.209579,424,2320,2744
1720,2011-03-17,1,0,3,7,0,4,1,1,0.32,0.3333,0.76,0.1343,12,128,140,76,0.415,0.410333,0.602917,0.209579,424,2320,2744
1721,2011-03-17,1,0,3,8,0,4,1,1,0.36,0.3485,0.66,0.1343,17,282,299,76,0.415,0.410333,0.602917,0.209579,424,2320,2744
1722,2011-03-17,1,0,3,9,0,4,1,1,0.4,0.4091,0.62,0.2537,23,162,185,76,0.415,0.410333,0.602917,0.209579,424,2320,2744
1723,2011-03-17,1,0,3,10,0,4,1,1,0.44,0.4394,0.54,0.3284,9,69,78,76,0.415,0.410333,0.602917,0.209579,424,2320,2744
1724,2011-03-17,1,0,3,11,0,4,1,1,0.44,0.4394,0.54,0.2836,20,66,86,76,0.415,0.410333,0.602917,0.209579,424,2320,2744
1725,2011-03-17,1,0,3,12,0,4,1,1,0.5,0.4848,0.45,0.2239,24,81,105,76,0.415,0.410333,0.602917,0.209579,424,2320,2744
1727,2011-03-17,1,0,3,14,0,4,1,1,0.5,0.4848,0.45,0.1045,32,87,119,76,0.415,0.410333,0.602917,0.209579,424,2320,2744
1728,2011-03-17,1,0,3,15,0,4,1,1,0.52,0.5,0.42,0.2537,30,95,125,76,0.415,0.410333,0.602917,0.209579,424,2320,2744
1729,2011-03-17,1,0,3,16,0,4,1,1,0.5,0.4848,0.48,0.2836,34,108,142,76,0.415,0.410333,0.602917,0.209579,424,2320,2744
1730,2011-03-17,1,0,3,17,0,4,1,1,0.5,0.4848,0.42,0.194,48,265,313,76,0.415,0.410333,0.602917,0.209579,424,2320,2744
1732,2011-03-17,1,0,3,19,0,4,1,1,0.44,0.4394,0.58,0.194,18,189,207,76,0.415,0.410333,0.602917,0.209579,424,2320,2744
1733,2011-03-17,1,0,3,20,0,4,1,1,0.42,0.4242,0.67,0.2239,25,112,137,76,0.415,0.410333,0.602917,0.209579,424,2320,2744
1734,2011-03-17,1,0,3,21,0,4,1,1,0.42,0.4242,0.62,0.2239,19,119,138,76,0.415,0.410333,0.602917,0.209579,424,2320,2744
1735,2011-03-17,1,0,3,22,0,4,1,1,0.4,0.4091,0.66,0.2239,17,70,87,76,0.415,0.410333,0.602917,0.209579,424,2320,2744
1736,2011-03-17,1,0,3,23,0,4,1,1,0.42,0.4242,0.62,0.2836,7,43,50,76,0.415,0.410333,0.602917,0.209579,424,2320,2744
1737,2011-03-18,1,0,3,0,0,5,1,1,0.42,0.4242,0.58,0.2836,5,24,29,77,0.54,0.527009,0.525217,0.231017,884,2355,3239
1738,2011-03-18,1,0,3,1,0,5,1,1,0.4,0.4091,0.62,0.2537,4,12,16,77,0.54,0.527009,0.525217,0.231017,884,2355,3239
1739,2011-03-18,1,0,3,2,0,5,1,1,0.4,0.4091,0.62,0.194,5,9,14,77,0.54,0.527009,0.525217,0.231017,884,2355,3239
1740,2011-03-18,1,0,3,3,0,5,1,1,0.36,0.3485,0.71,0.194,1,4,5,77,0.54,0.527009,0.525217,0.231017,884,2355,3239
1741,2011-03-18,1,0,3,5,0,5,1,1,0.38,0.3939,0.66,0.1642,2,8,10,77,0.54,0.527009,0.525217,0.231017,884,2355,3239
1742,2011-03-18,1,0,3,6,0,5,1,1,0.4,0.4091,0.66,0.194,1,35,36,77,0.54,0.527009,0.525217,0.231017,884,2355,3239
1743,2011-03-18,1,0,3,7,0,5,1,1,0.4,0.4091,0.66,0.194,11,112,123,77,0.54,0.527009,0.525217,0.231017,884,2355,3239
1744,2011-03-18,1,0,3,8,0,5,1,1,0.42,0.4242,0.67,0.2537,24,256,280,77,0.54,0.527009,0.525217,0.231017,884,2355,3239
1745,2011-03-18,1,0,3,9,0,5,1,1,0.46,0.4545,0.63,0.2239,18,192,210,77,0.54,0.527009,0.525217,0.231017,884,2355,3239
1746,2011-03-18,1,0,3,10,0,5,1,1,0.52,0.5,0.53,0.2836,43,74,117,77,0.54,0.527009,0.525217,0.231017,884,2355,3239
1747,2011-03-18,1,0,3,11,0,5,1,1,0.54,0.5152,0.52,0.2836,55,104,159,77,0.54,0.527009,0.525217,0.231017,884,2355,3239
1749,2011-03-18,1,0,3,13,0,5,1,1,0.64,0.6212,0.41,0.2836,57,118,175,77,0.54,0.527009,0.525217,0.231017,884,2355,3239
1750,2011-03-18,1,0,3,14,0,5,1,1,0.66,0.6212,0.39,0.2537,71,103,174,77,0.54,0.527009,0.525217,0.231017,884,2355,3239
1752,2011-03-18,1,0,3,16,0,5,1,1,0.68,0.6364,0.39,0.2836,67,137,204,77,0.54,0.527009,0.525217,0.231017,884,2355,3239
1753,2011-03-18,1,0,3,17,0,5,1,1,0.7,0.6364,0.37,0.3284,95,237,332,77,0.54,0.527009,0.525217,0.231017,884,2355,3239
1754,2011-03-18,1,0,3,18,0,5,1,1,0.68,0.6364,0.39,0.1642,84,247,331,77,0.54,0.527009,0.525217,0.231017,884,2355,3239
1755,2011-03-18,1,0,3,19,0,5,1,1,0.66,0.6212,0.44,0.1343,58,132,190,77,0.54,0.527009,0.525217,0.231017,884,2355,3239
1756,2011-03-18,1,0,3,20,0,5,1,1,0.62,0.6212,0.46,0.1343,46,103,149,77,0.54,0.527009,0.525217,0.231017,884,2355,3239
1757,2011-03-18,1,0,3,21,0,5,1,1,0.62,0.6212,0.46,0.1045,22,91,113,77,0.54,0.527009,0.525217,0.231017,884,2355,3239
1758,2011-03-18,1,0,3,22,0,5,1,1,0.62,0.6212,0.5,0.1642,55,63,118,77,0.54,0.527009,0.525217,0.231017,884,2355,3239
1764,2011-03-19,1,0,3,4,0,6,0,1,0.52,0.5,0.34,0.4179,1,2,3,78,0.4725,0.466525,0.379167,0.368167,1424,1693,3117
1765,2011-03-19,1,0,3,5,0,6,0,1,0.52,0.5,0.34,0.4179,0,2,2,78,0.4725,0.466525,0.379167,0.368167,1424,1693,3117
1766,2011-03-19,1,0,3,6,0,6,0,1,0.44,0.4394,0.44,0.4179,0,10,10,78,0.4725,0.466525,0.379167,0.368167,1424,1693,3117
1767,2011-03-19,1,0,3,7,0,6,0,1,0.4,0.4091,0.5,0.3284,4,9,13,78,0.4725,0.466525,0.379167,0.368167,1424,1693,3117
1768,2011-03-19,1,0,3,8,0,6,0,1,0.42,0.4242,0.47,0.4925,11,37,48,78,0.4725,0.466525,0.379167,0.368167,1424,1693,3117
1769,2011-03-19,1,0,3,9,0,6,0,1,0.42,0.4242,0.44,0.4627,35,41,76,78,0.4725,0.466525,0.379167,0.368167,1424,1693,3117
1770,2011-03-19,1,0,3,10,0,6,0,1,0.44,0.4394,0.38,0.4179,55,85,140,78,0.4725,0.466525,0.379167,0.368167,1424,1693,3117
1771,2011-03-19,1,0,3,11,0,6,0,1,0.46,0.4545,0.36,0.4478,90,106,196,78,0.4725,0.466525,0.379167,0.368167,1424,1693,3117
1772,2011-03-19,1,0,3,12,0,6,0,1,0.46,0.4545,0.33,0.4179,126,141,267,78,0.4725,0.466525,0.379167,0.368167,1424,1693,3117
1773,2011-03-19,1,0,3,13,0,6,0,1,0.5,0.4848,0.34,0.4627,174,127,301,78,0.4725,0.466525,0.379167,0.368167,1424,1693,3117
1774,2011-03-19,1,0,3,14,0,6,0,1,0.5,0.4848,0.31,0.4925,168,144,312,78,0.4725,0.466525,0.379167,0.368167,1424,1693,3117
1775,2011-03-19,1,0,3,15,0,6,0,1,0.5,0.4848,0.29,0.4179,170,143,313,78,0.4725,0.466525,0.379167,0.368167,1424,1693,3117
1776,2011-03-19,1,0,3,16,0,6,0,1,0.5,0.4848,0.31,0.3881,175,129,304,78,0.4725,0.466525,0.379167,0.368167,1424,1693,3117
1777,2011-03-19,1,0,3,17,0,6,0,1,0.48,0.4697,0.31,0.3284,138,140,278,78,0.4725,0.466525,0.379167,0.368167,1424,1693,3117
1778,2011-03-19,1,0,3,18,0,6,0,1,0.46,0.4545,0.31,0.3284,92,125,217,78,0.4725,0.466525,0.379167,0.368167,1424,1693,3117
1779,2011-03-19,1,0,3,19,0,6,0,1,0.44,0.4394,0.33,0.2836,38,116,154,78,0.4725,0.466525,0.379167,0.368167,1424,1693,3117
1780,2011-03-19,1,0,3,20,0,6,0,1,0.42,0.4242,0.35,0.2239,39,69,108,78,0.4725,0.466525,0.379167,0.368167,1424,1693,3117
1781,2011-03-19,1,0,3,21,0,6,0,1,0.4,0.4091,0.37,0.2985,20,73,93,78,0.4725,0.466525,0.379167,0.368167,1424,1693,3117
1782,2011-03-19,1,0,3,22,0,6,0,1,0.4,0.4091,0.37,0.3284,27,45,72,78,0.4725,0.466525,0.379167,0.368167,1424,1693,3117
1783,2011-03-19,1,0,3,23,0,6,0,1,0.38,0.3939,0.4,0.2985,13,37,50,78,0.4725,0.466525,0.379167,0.368167,1424,1693,3117
1784,2011-03-20,1,0,3,0,0,0,0,1,0.34,0.303,0.49,0.4179,7,33,40,79,0.3325,0.32575,0.47375,0.207721,1047,1424,2471
1785,2011-03-20,1,0,3,1,0,0,0,1,0.32,0.2879,0.53,0.3582,2,22,24,79,0.3325,0.32575,0.47375,0.207721,1047,1424,2471
1786,2011-03-20,1,0,3,2,0,0,0,1,0.3,0.2879,0.52,0.2836,6,24,30,79,0.3325,0.32575,0.47375,0.207721,1047,1424,2471
1787,2011-03-20,1,0,3,3,0,0,0,1,0.28,0.2727,0.56,0.2537,1,11,12,79,0.3325,0.32575,0.47375,0.207721,1047,1424,2471
1788,2011-03-20,1,0,3,4,0,0,0,1,0.26,0.2576,0.56,0.2239,2,1,3,79,0.3325,0.32575,0.47375,0.207721,1047,1424,2471
1789,2011-03-20,1,0,3,5,0,0,0,1,0.26,0.2576,0.6,0.194,3,6,9,79,0.3325,0.32575,0.47375,0.207721,1047,1424,2471
1790,2011-03-20,1,0,3,6,0,0,0,1,0.26,0.2576,0.6,0.2239,1,3,4,79,0.3325,0.32575,0.47375,0.207721,1047,1424,2471
1791,2011-03-20,1,0,3,7,0,0,0,1,0.24,0.2273,0.6,0.2239,5,9,14,79,0.3325,0.32575,0.47375,0.207721,1047,1424,2471
1792,2011-03-20,1,0,3,8,0,0,0,1,0.28,0.2727,0.56,0.1642,7,30,37,79,0.3325,0.32575,0.47375,0.207721,1047,1424,2471
1793,2011-03-20,1,0,3,9,0,0,0,1,0.3,0.303,0.52,0.1343,35,43,78,79,0.3325,0.32575,0.47375,0.207721,1047,1424,2471
1795,2011-03-20,1,0,3,11,0,0,0,1,0.34,0.3485,0.39,0.1045,92,111,203,79,0.3325,0.32575,0.47375,0.207721,1047,1424,2471
1796,2011-03-20,1,0,3,12,0,0,0,1,0.36,0.3636,0.4,0.1045,120,108,228,79,0.3325,0.32575,0.47375,0.207721,1047,1424,2471
1797,2011-03-20,1,0,3,13,0,0,0,1,0.38,0.3939,0.34,0.0,88,115,203,79,0.3325,0.32575,0.47375,0.207721,1047,1424,2471
1798,2011-03-20,1,0,3,14,0,0,0,1,0.4,0.4091,0.3,0.0,145,134,279,79,0.3325,0.32575,0.47375,0.207721,1047,1424,2471
1799,2011-03-20,1,0,3,15,0,0,0,1,0.4,0.4091,0.32,0.0896,172,136,308,79,0.3325,0.32575,0.47375,0.207721,1047,1424,2471
1800,2011-03-20,1,0,3,16,0,0,0,1,0.42,0.4242,0.32,0.0,92,132,224,79,0.3325,0.32575,0.47375,0.207721,1047,1424,2471
1801,2011-03-20,1,0,3,17,0,0,0,1,0.4,0.4091,0.35,0.2836,83,143,226,79,0.3325,0.32575,0.47375,0.207721,1047,1424,2471
1802,2011-03-20,1,0,3,18,0,0,0,1,0.38,0.3939,0.4,0.3582,58,98,156,79,0.3325,0.32575,0.47375,0.207721,1047,1424,2471
1803,2011-03-20,1,0,3,19,0,0,0,1,0.36,0.3333,0.43,0.2836,21,58,79,79,0.3325,0.32575,0.47375,0.207721,1047,1424,2471
1804,2011-03-20,1,0,3,20,0,0,0,1,0.36,0.3333,0.46,0.2836,21,46,67,79,0.3325,0.32575,0.47375,0.207721,1047,1424,2471
1809,2011-03-21,2,0,3,1,0,1,1,2,0.34,0.303,0.71,0.3881,1,6,7,80,0.430435,0.409735,0.737391,0.288783,401,1676,2077
1810,2011-03-21,2,0,3,2,0,1,1,2,0.34,0.303,0.71,0.3284,1,5,6,80,0.430435,0.409735,0.737391,0.288783,401,1676,2077
1811,2011-03-21,2,0,3,3,0,1,1,2,0.34,0.303,0.71,0.3284,0,1,1,80,0.430435,0.409735,0.737391,0.288783,401,1676,2077
1815,2011-03-21,2,0,3,8,0,1,1,2,0.3,0.2727,0.87,0.4179,3,95,98,80,0.430435,0.409735,0.737391,0.288783,401,1676,2077
1816,2011-03-21,2,0,3,9,0,1,1,2,0.34,0.303,0.81,0.3284,12,115,127,80,0.430435,0.409735,0.737391,0.288783,401,1676,2077
1817,2011-03-21,2,0,3,10,0,1,1,2,0.38,0.3939,0.76,0.3881,17,45,62,80,0.430435,0.409735,0.737391,0.288783,401,1676,2077
1818,2011-03-21,2,0,3,11,0,1,1,2,0.42,0.4242,0.71,0.2985,32,47,79,80,0.430435,0.409735,0.737391,0.288783,401,1676,2077
1819,2011-03-21,2,0,3,12,0,1,1,2,0.44,0.4394,0.77,0.2537,25,56,81,80,0.430435,0.409735,0.737391,0.288783,401,1676,2077
1820,2011-03-21,2,0,3,13,0,1,1,2,0.5,0.4848,0.63,0.2239,35,77,112,80,0.430435,0.409735,0.737391,0.288783,401,1676,2077
1821,2011-03-21,2,0,3,14,0,1,1,2,0.54,0.5152,0.64,0.2239,36,65,101,80,0.430435,0.409735,0.737391,0.288783,401,1676,2077
1822,2011-03-21,2,0,3,15,0,1,1,2,0.56,0.5303,0.6,0.2239,41,66,107,80,0.430435,0.409735,0.737391,0.288783,401,1676,2077
1823,2011-03-21,2,0,3,16,0,1,1,2,0.54,0.5152,0.64,0.2836,29,112,141,80,0.430435,0.409735,0.737391,0.288783,401,1676,2077
1824,2011-03-21,2,0,3,17,0,1,1,2,0.54,0.5152,0.64,0.2537,41,231,272,80,0.430435,0.409735,0.737391,0.288783,401,1676,2077
1825,2011-03-21,2,0,3,18,0,1,1,2,0.52,0.5,0.72,0.2239,44,232,276,80,0.430435,0.409735,0.737391,0.288783,401,1676,2077
1831,2011-03-22,2,0,3,0,0,2,1,1,0.46,0.4545,0.88,0.194,4,7,11,81,0.441667,0.440642,0.624583,0.22575,460,2243,2703
1832,2011-03-22,2,0,3,1,0,2,1,1,0.42,0.4242,1.0,0.1343,6,13,19,81,0.441667,0.440642,0.624583,0.22575,460,2243,2703
1833,2011-03-22,2,0,3,2,0,2,1,1,0.44,0.4394,0.94,0.0896,0,1,1,81,0.441667,0.440642,0.624583,0.22575,460,2243,2703
1834,2011-03-22,2,0,3,3,0,2,1,1,0.44,0.4394,0.82,0.2239,3,2,5,81,0.441667,0.440642,0.624583,0.22575,460,2243,2703
1837,2011-03-22,2,0,3,6,0,2,1,1,0.4,0.4091,0.87,0.2537,2,58,60,81,0.441667,0.440642,0.624583,0.22575,460,2243,2703
1842,2011-03-22,2,0,3,11,0,2,1,1,0.44,0.4394,0.51,0.3284,22,64,86,81,0.441667,0.440642,0.624583,0.22575,460,2243,2703
1843,2011-03-22,2,0,3,12,0,2,1,1,0.46,0.4545,0.47,0.2537,35,86,121,81,0.441667,0.440642,0.624583,0.22575,460,2243,2703
1844,2011-03-22,2,0,3,13,0,2,1,1,0.5,0.4848,0.45,0.2239,21,85,106,81,0.441667,0.440642,0.624583,0.22575,460,2243,2703
1845,2011-03-22,2,0,3,14,0,2,1,1,0.5,0.4848,0.42,0.3284,30,71,101,81,0.441667,0.440642,0.624583,0.22575,460,2243,2703
1846,2011-03-22,2,0,3,15,0,2,1,1,0.5,0.4848,0.42,0.2239,55,79,134,81,0.441667,0.440642,0.624583,0.22575,460,2243,2703
1847,2011-03-22,2,0,3,16,0,2,1,1,0.5,0.4848,0.42,0.1045,40,125,165,81,0.441667,0.440642,0.624583,0.22575,460,2243,2703
1848,2011-03-22,2,0,3,17,0,2,1,1,0.5,0.4848,0.42,0.1045,42,265,307,81,0.441667,0.440642,0.624583,0.22575,460,2243,2703
1849,2011-03-22,2,0,3,18,0,2,1,1,0.48,0.4697,0.44,0.0896,41,271,312,81,0.441667,0.440642,0.624583,0.22575,460,2243,2703
1858,2011-03-23,2,0,3,3,0,3,1,2,0.34,0.3182,0.76,0.2537,0,3,3,82,0.346957,0.337939,0.839565,0.234261,203,1918,2121
1860,2011-03-23,2,0,3,6,0,3,1,2,0.34,0.3182,0.87,0.2537,1,43,44,82,0.346957,0.337939,0.839565,0.234261,203,1918,2121
1861,2011-03-23,2,0,3,7,0,3,1,2,0.32,0.303,0.93,0.2239,7,111,118,82,0.346957,0.337939,0.839565,0.234261,203,1918,2121
1862,2011-03-23,2,0,3,8,0,3,1,2,0.32,0.3182,0.87,0.194,14,247,261,82,0.346957,0.337939,0.839565,0.234261,203,1918,2121
1863,2011-03-23,2,0,3,9,0,3,1,2,0.32,0.303,0.81,0.2537,8,174,182,82,0.346957,0.337939,0.839565,0.234261,203,1918,2121
1864,2011-03-23,2,0,3,10,0,3,1,2,0.34,0.3182,0.81,0.2836,15,60,75,82,0.346957,0.337939,0.839565,0.234261,203,1918,2121
1865,2011-03-23,2,0,3,11,0,3,1,2,0.34,0.3333,0.87,0.194,18,53,71,82,0.346957,0.337939,0.839565,0.234261,203,1918,2121
1866,2011-03-23,2,0,3,12,0,3,1,2,0.34,0.3182,0.87,0.2239,14,73,87,82,0.346957,0.337939,0.839565,0.234261,203,1918,2121
1868,2011-03-23,2,0,3,14,0,3,1,2,0.36,0.3636,0.87,0.1045,13,71,84,82,0.346957,0.337939,0.839565,0.234261,203,1918,2121
1869,2011-03-23,2,0,3,15,0,3,1,2,0.38,0.3939,0.82,0.2239,11,74,85,82,0.346957,0.337939,0.839565,0.234261,203,1918,2121
1870,2011-03-23,2,0,3,16,0,3,1,2,0.4,0.4091,0.76,0.2239,13,123,136,82,0.346957,0.337939,0.839565,0.234261,203,1918,2121
